Day-ahead demand forecast for Seattle City Light (SCL) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3389916&sdid=EBA.SCL-ALL.DF.H
22:07:08 GMT-0500 (CDT)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SCL-ALL.DF.H megawatthours
02/5/2021 04H,1335
02/5/2021 03H,1373
02/5/2021 02H,1368
02/5/2021 01H,1300
02/5/2021 00H,1273
02/4/2021 23H,1267
02/4/2021 22H,1292
02/4/2021 21H,1320
02/4/2021 20H,1325
02/4/2021 19H,1336
02/4/2021 18H,1351
02/4/2021 17H,1363
02/4/2021 16H,1340
02/4/2021 15H,1231
02/4/2021 14H,1086
02/4/2021 13H,985
02/4/2021 12H,939
02/4/2021 11H,930
02/4/2021 10H,934
02/4/2021 09H,964
02/4/2021 08H,1025
02/4/2021 07H,1103
02/4/2021 06H,1196
02/4/2021 05H,1271
02/4/2021 04H,1319
02/4/2021 03H,1348
02/4/2021 02H,1339
02/4/2021 01H,1251
02/4/2021 00H,1213
02/3/2021 23H,1213
02/3/2021 22H,1237
02/3/2021 21H,1269
02/3/2021 20H,1281
02/3/2021 19H,1301
02/3/2021 18H,1329
02/3/2021 17H,1346
02/3/2021 16H,1331
02/3/2021 15H,1229
02/3/2021 14H,1094
02/3/2021 13H,998
02/3/2021 12H,959
02/3/2021 11H,953
02/3/2021 10H,957
02/3/2021 09H,995
02/3/2021 08H,1042
02/3/2021 07H,1130
02/3/2021 06H,1228
02/3/2021 05H,1306
02/3/2021 04H,1353
02/3/2021 03H,1392
02/3/2021 02H,1383
02/3/2021 01H,1301
02/3/2021 00H,1276
02/2/2021 23H,1276
02/2/2021 22H,1293
02/2/2021 21H,1318
02/2/2021 20H,1319
02/2/2021 19H,1317
02/2/2021 18H,1323
02/2/2021 17H,1333
02/2/2021 16H,1315
02/2/2021 15H,1201
02/2/2021 14H,1051
02/2/2021 13H,950
02/2/2021 12H,907
02/2/2021 11H,898
02/2/2021 10H,901
02/2/2021 09H,930
02/2/2021 08H,998
02/2/2021 07H,1078
02/2/2021 06H,1169
02/2/2021 05H,1245
02/2/2021 04H,1301
02/2/2021 03H,1332
02/2/2021 02H,1315
02/2/2021 01H,1226
02/2/2021 00H,1197
02/1/2021 23H,1199
02/1/2021 22H,1204
02/1/2021 21H,1247
02/1/2021 20H,1255
02/1/2021 19H,1270
02/1/2021 18H,1288
02/1/2021 17H,1300
02/1/2021 16H,1281
02/1/2021 15H,1182
02/1/2021 14H,1049
02/1/2021 13H,962
02/1/2021 12H,924
02/1/2021 11H,916
02/1/2021 10H,918
02/1/2021 09H,946
02/1/2021 08H,980
02/1/2021 07H,1049
02/1/2021 06H,1132
02/1/2021 05H,1207
02/1/2021 04H,1258
02/1/2021 03H,1291
02/1/2021 02H,1270
02/1/2021 01H,1180
02/1/2021 00H,1137
01/31/2021 23H,1124
01/31/2021 22H,1126
01/31/2021 21H,1156
01/31/2021 20H,1164
01/31/2021 19H,1159
01/31/2021 18H,1130
01/31/2021 17H,1068
01/31/2021 16H,1001
01/31/2021 15H,953
01/31/2021 14H,923
01/31/2021 13H,903
01/31/2021 12H,898
01/31/2021 11H,904
01/31/2021 10H,913
01/31/2021 09H,954
01/31/2021 08H,1016
01/31/2021 07H,1078
01/31/2021 06H,1139
01/31/2021 05H,1193
01/31/2021 04H,1246
01/31/2021 03H,1281
01/31/2021 02H,1274
01/31/2021 01H,1205
01/31/2021 00H,1162
01/30/2021 23H,1175
01/30/2021 22H,1199
01/30/2021 21H,1221
01/30/2021 20H,1230
01/30/2021 19H,1234
01/30/2021 18H,1215
01/30/2021 17H,1162
01/30/2021 16H,1090
01/30/2021 15H,1025
01/30/2021 14H,979
01/30/2021 13H,947
01/30/2021 12H,936
01/30/2021 11H,937
01/30/2021 10H,943
01/30/2021 09H,984
01/30/2021 08H,1048
01/30/2021 07H,1111
01/30/2021 06H,1180
01/30/2021 05H,1245
01/30/2021 04H,1302
01/30/2021 03H,1349
01/30/2021 02H,1357
01/30/2021 01H,1284
01/30/2021 00H,1237
01/29/2021 23H,1249
01/29/2021 22H,1278
01/29/2021 21H,1309
01/29/2021 20H,1323
01/29/2021 19H,1342
01/29/2021 18H,1368
01/29/2021 17H,1385
01/29/2021 16H,1362
01/29/2021 15H,1253
01/29/2021 14H,1108
01/29/2021 13H,998
01/29/2021 12H,945
01/29/2021 11H,931
01/29/2021 10H,934
01/29/2021 09H,974
01/29/2021 08H,1065
01/29/2021 07H,1146
01/29/2021 06H,1241
01/29/2021 05H,1311
01/29/2021 04H,1365
01/29/2021 03H,1397
01/29/2021 02H,1386
01/29/2021 01H,1299
01/29/2021 00H,1251
01/28/2021 23H,1254
01/28/2021 22H,1280
01/28/2021 21H,1304
01/28/2021 20H,1320
01/28/2021 19H,1345
01/28/2021 18H,1371
01/28/2021 17H,1391
01/28/2021 16H,1373
01/28/2021 15H,1261
01/28/2021 14H,1114
01/28/2021 13H,1008
01/28/2021 12H,960
01/28/2021 11H,946
01/28/2021 10H,949
01/28/2021 09H,981
01/28/2021 08H,1089
01/28/2021 07H,1173
01/28/2021 06H,1274
01/28/2021 05H,1355
01/28/2021 04H,1409
01/28/2021 03H,1445
01/28/2021 02H,1436
01/28/2021 01H,1347
01/28/2021 00H,1295
01/27/2021 23H,1297
01/27/2021 22H,1322
01/27/2021 21H,1351
01/27/2021 20H,1367
01/27/2021 19H,1384
01/27/2021 18H,1407
01/27/2021 17H,1429
01/27/2021 16H,1410
01/27/2021 15H,1298
01/27/2021 14H,1142
01/27/2021 13H,1029
01/27/2021 12H,977
01/27/2021 11H,964
01/27/2021 10H,967
01/27/2021 09H,1006
01/27/2021 08H,1081
01/27/2021 07H,1160
01/27/2021 06H,1260
01/27/2021 05H,1341
01/27/2021 04H,1395
01/27/2021 03H,1422
01/27/2021 02H,1414
01/27/2021 01H,1317
01/27/2021 00H,1271
01/26/2021 23H,1254
01/26/2021 22H,1286
01/26/2021 21H,1322
01/26/2021 20H,1344
01/26/2021 19H,1375
01/26/2021 18H,1412
01/26/2021 17H,1440
01/26/2021 16H,1433
01/26/2021 15H,1333
01/26/2021 14H,1189
01/26/2021 13H,1078
01/26/2021 12H,1022
01/26/2021 11H,1001
01/26/2021 10H,1001
01/26/2021 09H,1022
01/26/2021 08H,1092
01/26/2021 07H,1179
01/26/2021 06H,1275
01/26/2021 05H,1360
01/26/2021 04H,1411
01/26/2021 03H,1448
01/26/2021 02H,1443
01/26/2021 01H,1349
01/26/2021 00H,1293
01/25/2021 23H,1297
01/25/2021 22H,1321
01/25/2021 21H,1345
01/25/2021 20H,1360
01/25/2021 19H,1382
01/25/2021 18H,1414
01/25/2021 17H,1433
01/25/2021 16H,1412
01/25/2021 15H,1314
01/25/2021 14H,1178
01/25/2021 13H,1072
01/25/2021 12H,1014
01/25/2021 11H,990
01/25/2021 10H,987
01/25/2021 09H,1018
01/25/2021 08H,1096
01/25/2021 07H,1171
01/25/2021 06H,1254
01/25/2021 05H,1327
01/25/2021 04H,1378
01/25/2021 03H,1410
01/25/2021 02H,1397
01/25/2021 01H,1319
01/25/2021 00H,1266
01/24/2021 23H,1251
01/24/2021 22H,1282
01/24/2021 21H,1299
01/24/2021 20H,1305
01/24/2021 19H,1297
01/24/2021 18H,1270
01/24/2021 17H,1207
01/24/2021 16H,1126
01/24/2021 15H,1065
01/24/2021 14H,1030
01/24/2021 13H,1004
01/24/2021 12H,991
01/24/2021 11H,991
01/24/2021 10H,998
01/24/2021 09H,1040
01/24/2021 08H,1063
01/24/2021 07H,1129
01/24/2021 06H,1203
01/24/2021 05H,1257
01/24/2021 04H,1302
01/24/2021 03H,1323
01/24/2021 02H,1306
01/24/2021 01H,1221
01/24/2021 00H,1165
01/23/2021 23H,1179
01/23/2021 22H,1212
01/23/2021 21H,1245
01/23/2021 20H,1263
01/23/2021 19H,1274
01/23/2021 18H,1272
01/23/2021 17H,1245
01/23/2021 16H,1192
01/23/2021 15H,1115
01/23/2021 14H,1064
01/23/2021 13H,1031
01/23/2021 12H,1021
01/23/2021 11H,1020
01/23/2021 10H,1024
01/23/2021 09H,1052
01/23/2021 08H,1082
01/23/2021 07H,1143
01/23/2021 06H,1215
01/23/2021 05H,1274
01/23/2021 04H,1326
01/23/2021 03H,1374
01/23/2021 02H,1391
01/23/2021 01H,1305
01/23/2021 00H,1264
01/22/2021 23H,1261
01/22/2021 22H,1288
01/22/2021 21H,1313
01/22/2021 20H,1324
01/22/2021 19H,1342
01/22/2021 18H,1365
01/22/2021 17H,1381
01/22/2021 16H,1357
01/22/2021 15H,1242
01/22/2021 14H,1097
01/22/2021 13H,993
01/22/2021 12H,942
01/22/2021 11H,929
01/22/2021 10H,932
01/22/2021 09H,966
01/22/2021 08H,1064
01/22/2021 07H,1141
01/22/2021 06H,1236
01/22/2021 05H,1312
01/22/2021 04H,1366
01/22/2021 03H,1400
01/22/2021 02H,1408
01/22/2021 01H,1330
01/22/2021 00H,1273
01/21/2021 23H,1282
01/21/2021 22H,1306
01/21/2021 21H,1327
01/21/2021 20H,1334
01/21/2021 19H,1350
01/21/2021 18H,1369
01/21/2021 17H,1383
01/21/2021 16H,1364
01/21/2021 15H,1246
01/21/2021 14H,1097
01/21/2021 13H,987
01/21/2021 12H,936
01/21/2021 11H,923
01/21/2021 10H,927
01/21/2021 09H,967
01/21/2021 08H,1045
01/21/2021 07H,1132
01/21/2021 06H,1230
01/21/2021 05H,1308
01/21/2021 04H,1354
01/21/2021 03H,1391
01/21/2021 02H,1396
01/21/2021 01H,1305
01/21/2021 00H,1246
01/20/2021 23H,1261
01/20/2021 22H,1284
01/20/2021 21H,1312
01/20/2021 20H,1320
01/20/2021 19H,1345
01/20/2021 18H,1374
01/20/2021 17H,1395
01/20/2021 16H,1380
01/20/2021 15H,1270
01/20/2021 14H,1124
01/20/2021 13H,1017
01/20/2021 12H,964
01/20/2021 11H,950
01/20/2021 10H,953
01/20/2021 09H,985
01/20/2021 08H,1019
01/20/2021 07H,1093
01/20/2021 06H,1188
01/20/2021 05H,1267
01/20/2021 04H,1319
01/20/2021 03H,1343
01/20/2021 02H,1334
01/20/2021 01H,1242
01/20/2021 00H,1185
01/19/2021 23H,1196
01/19/2021 22H,1229
01/19/2021 21H,1264
01/19/2021 20H,1282
01/19/2021 19H,1308
01/19/2021 18H,1339
01/19/2021 17H,1365
01/19/2021 16H,1363
01/19/2021 15H,1262
01/19/2021 14H,1120
01/19/2021 13H,1013
01/19/2021 12H,963
01/19/2021 11H,947
01/19/2021 10H,949
01/19/2021 09H,967
01/19/2021 08H,1029
01/19/2021 07H,1107
01/19/2021 06H,1193
01/19/2021 05H,1279
01/19/2021 04H,1324
01/19/2021 03H,1356
01/19/2021 02H,1350
01/19/2021 01H,1257
01/19/2021 00H,1200
01/18/2021 23H,1182
01/18/2021 22H,1228
01/18/2021 21H,1258
01/18/2021 20H,1274
01/18/2021 19H,1280
01/18/2021 18H,1283
01/18/2021 17H,1257
01/18/2021 16H,1204
01/18/2021 15H,1125
01/18/2021 14H,1036
01/18/2021 13H,958
01/18/2021 12H,913
01/18/2021 11H,901
01/18/2021 10H,904
01/18/2021 09H,934
01/18/2021 08H,992
01/18/2021 07H,1061
01/18/2021 06H,1143
01/18/2021 05H,1213
01/18/2021 04H,1254
01/18/2021 03H,1284
01/18/2021 02H,1266
01/18/2021 01H,1177
01/18/2021 00H,1121
01/17/2021 23H,1107
01/17/2021 22H,1135
01/17/2021 21H,1153
01/17/2021 20H,1163
01/17/2021 19H,1155
01/17/2021 18H,1131
01/17/2021 17H,1078
01/17/2021 16H,1011
01/17/2021 15H,957
01/17/2021 14H,923
01/17/2021 13H,902
01/17/2021 12H,894
01/17/2021 11H,900
01/17/2021 10H,910
01/17/2021 09H,954
01/17/2021 08H,999
01/17/2021 07H,1053
01/17/2021 06H,1116
01/17/2021 05H,1169
01/17/2021 04H,1217
01/17/2021 03H,1245
01/17/2021 02H,1242
01/17/2021 01H,1171
01/17/2021 00H,1113
01/16/2021 23H,1134
01/16/2021 22H,1156
01/16/2021 21H,1183
01/16/2021 20H,1192
01/16/2021 19H,1187
01/16/2021 18H,1167
01/16/2021 17H,1120
01/16/2021 16H,1049
01/16/2021 15H,978
01/16/2021 14H,931
01/16/2021 13H,896
01/16/2021 12H,883
01/16/2021 11H,885
01/16/2021 10H,892
01/16/2021 09H,936
01/16/2021 08H,1014
01/16/2021 07H,1070
01/16/2021 06H,1140
01/16/2021 05H,1197
01/16/2021 04H,1248
01/16/2021 03H,1295
01/16/2021 02H,1317
01/16/2021 01H,1243
01/16/2021 00H,1204
01/15/2021 23H,1197
01/15/2021 22H,1232
01/15/2021 21H,1252
01/15/2021 20H,1261
01/15/2021 19H,1267
01/15/2021 18H,1278
01/15/2021 17H,1284
01/15/2021 16H,1259
01/15/2021 15H,1151
01/15/2021 14H,1015
01/15/2021 13H,921
01/15/2021 12H,876
01/15/2021 11H,868
01/15/2021 10H,871
01/15/2021 09H,912
01/15/2021 08H,937
01/15/2021 07H,1000
01/15/2021 06H,1084
01/15/2021 05H,1155
01/15/2021 04H,1194
01/15/2021 03H,1213
01/15/2021 02H,1203
01/15/2021 01H,1108
01/15/2021 00H,1048
01/14/2021 23H,1061
01/14/2021 22H,1086
01/14/2021 21H,1130
01/14/2021 20H,1151
01/14/2021 19H,1180
01/14/2021 18H,1220
01/14/2021 17H,1249
01/14/2021 16H,1256
01/14/2021 15H,1170
01/14/2021 14H,1043
01/14/2021 13H,953
01/14/2021 12H,920
01/14/2021 11H,912
01/14/2021 10H,915
01/14/2021 09H,949
01/14/2021 08H,1012
01/14/2021 07H,1092
01/14/2021 06H,1184
01/14/2021 05H,1262
01/14/2021 04H,1312
01/14/2021 03H,1350
01/14/2021 02H,1349
01/14/2021 01H,1278
01/14/2021 00H,1237
01/13/2021 23H,1227
01/13/2021 22H,1248
01/13/2021 21H,1263
01/13/2021 20H,1263
01/13/2021 19H,1258
01/13/2021 18H,1254
01/13/2021 17H,1265
01/13/2021 16H,1246
01/13/2021 15H,1127
01/13/2021 14H,979
01/13/2021 13H,875
01/13/2021 12H,834
01/13/2021 11H,828
01/13/2021 10H,833
01/13/2021 09H,869
01/13/2021 08H,970
01/13/2021 07H,1060
01/13/2021 06H,1156
01/13/2021 05H,1232
01/13/2021 04H,1286
01/13/2021 03H,1323
01/13/2021 02H,1331
01/13/2021 01H,1258
01/13/2021 00H,1210
01/12/2021 23H,1205
01/12/2021 22H,1221
01/12/2021 21H,1239
01/12/2021 20H,1244
01/12/2021 19H,1259
01/12/2021 18H,1280
01/12/2021 17H,1294
01/12/2021 16H,1288
01/12/2021 15H,1176
01/12/2021 14H,1026
01/12/2021 13H,925
01/12/2021 12H,887
01/12/2021 11H,885
01/12/2021 10H,894
01/12/2021 09H,938
01/12/2021 08H,1001
01/12/2021 07H,1099
01/12/2021 06H,1200
01/12/2021 05H,1286
01/12/2021 04H,1341
01/12/2021 03H,1383
01/12/2021 02H,1394
01/12/2021 01H,1317
01/12/2021 00H,1270
01/11/2021 23H,1272
01/11/2021 22H,1286
01/11/2021 21H,1290
01/11/2021 20H,1296
01/11/2021 19H,1304
01/11/2021 18H,1326
01/11/2021 17H,1343
01/11/2021 16H,1337
01/11/2021 15H,1228
01/11/2021 14H,1076
01/11/2021 13H,963
01/11/2021 12H,908
01/11/2021 11H,894
01/11/2021 10H,896
01/11/2021 09H,934
01/11/2021 08H,1003
01/11/2021 07H,1077
01/11/2021 06H,1165
01/11/2021 05H,1234
01/11/2021 04H,1281
01/11/2021 03H,1308
01/11/2021 02H,1303
01/11/2021 01H,1217
01/11/2021 00H,1162
01/10/2021 23H,1164
01/10/2021 22H,1184
01/10/2021 21H,1205
01/10/2021 20H,1211
01/10/2021 19H,1208
01/10/2021 18H,1190
01/10/2021 17H,1141
01/10/2021 16H,1085
01/10/2021 15H,1026
01/10/2021 14H,981
01/10/2021 13H,948
01/10/2021 12H,935
01/10/2021 11H,938
01/10/2021 10H,948
01/10/2021 09H,1003
01/10/2021 08H,1068
01/10/2021 07H,1131
01/10/2021 06H,1189
01/10/2021 05H,1240
01/10/2021 04H,1286
01/10/2021 03H,1313
01/10/2021 02H,1317
01/10/2021 01H,1252
01/10/2021 00H,1198
01/9/2021 23H,1209
01/9/2021 22H,1236
01/9/2021 21H,1273
01/9/2021 20H,1294
01/9/2021 19H,1303
01/9/2021 18H,1298
01/9/2021 17H,1257
01/9/2021 16H,1184
01/9/2021 15H,1092
01/9/2021 14H,1026
01/9/2021 13H,980
01/9/2021 12H,960
01/9/2021 11H,960
01/9/2021 10H,967
01/9/2021 09H,1015
01/9/2021 08H,1072
01/9/2021 07H,1126
01/9/2021 06H,1202
01/9/2021 05H,1260
01/9/2021 04H,1315
01/9/2021 03H,1362
01/9/2021 02H,1385
01/9/2021 01H,1323
01/9/2021 00H,1284
01/8/2021 23H,1280
01/8/2021 22H,1302
01/8/2021 21H,1316
01/8/2021 20H,1320
01/8/2021 19H,1324
01/8/2021 18H,1338
01/8/2021 17H,1353
01/8/2021 16H,1346
01/8/2021 15H,1225
01/8/2021 14H,1062
01/8/2021 13H,953
01/8/2021 12H,905
01/8/2021 11H,899
01/8/2021 10H,905
01/8/2021 09H,945
01/8/2021 08H,1029
01/8/2021 07H,1114
01/8/2021 06H,1216
01/8/2021 05H,1285
01/8/2021 04H,1338
01/8/2021 03H,1371
01/8/2021 02H,1369
01/8/2021 01H,1292
01/8/2021 00H,1244
01/7/2021 23H,1238
01/7/2021 22H,1255
01/7/2021 21H,1277
01/7/2021 20H,1296
01/7/2021 19H,1316
01/7/2021 18H,1343
01/7/2021 17H,1370
01/7/2021 16H,1375
01/7/2021 15H,1260
01/7/2021 14H,1096
01/7/2021 13H,982
01/7/2021 12H,934
01/7/2021 11H,925
01/7/2021 10H,931
01/7/2021 09H,963
01/7/2021 08H,1031
01/7/2021 07H,1120
01/7/2021 06H,1217
01/7/2021 05H,1292
01/7/2021 04H,1338
01/7/2021 03H,1373
01/7/2021 02H,1378
01/7/2021 01H,1302
01/7/2021 00H,1253
01/6/2021 23H,1242
01/6/2021 22H,1257
01/6/2021 21H,1278
01/6/2021 20H,1287
01/6/2021 19H,1305
01/6/2021 18H,1327
01/6/2021 17H,1352
01/6/2021 16H,1352
01/6/2021 15H,1233
01/6/2021 14H,1075
01/6/2021 13H,967
01/6/2021 12H,927
01/6/2021 11H,924
01/6/2021 10H,932
01/6/2021 09H,970
01/6/2021 08H,1041
01/6/2021 07H,1131
01/6/2021 06H,1240
01/6/2021 05H,1319
01/6/2021 04H,1372
01/6/2021 03H,1408
01/6/2021 02H,1416
01/6/2021 01H,1339
01/6/2021 00H,1290
01/5/2021 23H,1281
01/5/2021 22H,1295
01/5/2021 21H,1314
01/5/2021 20H,1324
01/5/2021 19H,1339
01/5/2021 18H,1361
01/5/2021 17H,1382
01/5/2021 16H,1384
01/5/2021 15H,1264
01/5/2021 14H,1098
01/5/2021 13H,981
01/5/2021 12H,931
01/5/2021 11H,921
01/5/2021 10H,925
01/5/2021 09H,965
01/5/2021 08H,1047
01/5/2021 07H,1145
01/5/2021 06H,1251
01/5/2021 05H,1327
01/5/2021 04H,1383
01/5/2021 03H,1424
01/5/2021 02H,1426
01/5/2021 01H,1350
01/5/2021 00H,1299
01/4/2021 23H,1290
01/4/2021 22H,1311
01/4/2021 21H,1313
01/4/2021 20H,1314
01/4/2021 19H,1322
01/4/2021 18H,1344
01/4/2021 17H,1362
01/4/2021 16H,1356
01/4/2021 15H,1243
01/4/2021 14H,1090
01/4/2021 13H,982
01/4/2021 12H,931
01/4/2021 11H,921
01/4/2021 10H,925
01/4/2021 09H,946
01/4/2021 08H,1007
01/4/2021 07H,1098
01/4/2021 06H,1193
01/4/2021 05H,1259
01/4/2021 04H,1305
01/4/2021 03H,1334
01/4/2021 02H,1324
01/4/2021 01H,1248
01/4/2021 00H,1188
01/3/2021 23H,1185
01/3/2021 22H,1206
01/3/2021 21H,1222
01/3/2021 20H,1227
01/3/2021 19H,1218
01/3/2021 18H,1191
01/3/2021 17H,1127
01/3/2021 16H,1061
01/3/2021 15H,1004
01/3/2021 14H,969
01/3/2021 13H,942
01/3/2021 12H,934
01/3/2021 11H,939
01/3/2021 10H,947
01/3/2021 09H,979
01/3/2021 08H,986
01/3/2021 07H,1055
01/3/2021 06H,1113
01/3/2021 05H,1162
01/3/2021 04H,1215
01/3/2021 03H,1253
01/3/2021 02H,1270
01/3/2021 01H,1214
01/3/2021 00H,1173
01/2/2021 23H,1176
01/2/2021 22H,1189
01/2/2021 21H,1220
01/2/2021 20H,1225
01/2/2021 19H,1217
01/2/2021 18H,1191
01/2/2021 17H,1124
01/2/2021 16H,1040
01/2/2021 15H,964
01/2/2021 14H,912
01/2/2021 13H,872
01/2/2021 12H,854
01/2/2021 11H,858
01/2/2021 10H,868
01/2/2021 09H,913
01/2/2021 08H,939
01/2/2021 07H,976
01/2/2021 06H,1032
01/2/2021 05H,1066
01/2/2021 04H,1126
01/2/2021 03H,1173
01/2/2021 02H,1190
01/2/2021 01H,1120
01/2/2021 00H,1054
01/1/2021 23H,1040
01/1/2021 22H,1063
01/1/2021 21H,1085
01/1/2021 20H,1109
01/1/2021 19H,1107
01/1/2021 18H,1077
01/1/2021 17H,1030
01/1/2021 16H,1000
01/1/2021 15H,979
01/1/2021 14H,943
01/1/2021 13H,905
01/1/2021 12H,891
01/1/2021 11H,905
01/1/2021 10H,919
01/1/2021 09H,962
01/1/2021 08H,1011
01/1/2021 07H,1052
01/1/2021 06H,1098
01/1/2021 05H,1167
01/1/2021 04H,1252
01/1/2021 03H,1331
01/1/2021 02H,1386
01/1/2021 01H,1333
01/1/2021 00H,1263
12/31/2020 23H,1250
12/31/2020 22H,1269
12/31/2020 21H,1296
12/31/2020 20H,1310
12/31/2020 19H,1314
12/31/2020 18H,1310
12/31/2020 17H,1276
12/31/2020 16H,1240
12/31/2020 15H,1158
12/31/2020 14H,1062
12/31/2020 13H,973
12/31/2020 12H,939
12/31/2020 11H,937
12/31/2020 10H,947
12/31/2020 09H,979
12/31/2020 08H,1052
12/31/2020 07H,1138
12/31/2020 06H,1222
12/31/2020 05H,1291
12/31/2020 04H,1340
12/31/2020 03H,1393
12/31/2020 02H,1425
12/31/2020 01H,1378
12/31/2020 00H,1317
12/30/2020 23H,1305
12/30/2020 22H,1321
12/30/2020 21H,1339
12/30/2020 20H,1355
12/30/2020 19H,1365
12/30/2020 18H,1370
12/30/2020 17H,1357
12/30/2020 16H,1327
12/30/2020 15H,1248
12/30/2020 14H,1124
12/30/2020 13H,1021
12/30/2020 12H,975
12/30/2020 11H,969
12/30/2020 10H,977
12/30/2020 09H,1013
12/30/2020 08H,1054
12/30/2020 07H,1129
12/30/2020 06H,1212
12/30/2020 05H,1283
12/30/2020 04H,1336
12/30/2020 03H,1388
12/30/2020 02H,1420
12/30/2020 01H,1361
12/30/2020 00H,1298
12/29/2020 23H,1307
12/29/2020 22H,1328
12/29/2020 21H,1356
12/29/2020 20H,1363
12/29/2020 19H,1363
12/29/2020 18H,1358
12/29/2020 17H,1339
12/29/2020 16H,1311
12/29/2020 15H,1233
12/29/2020 14H,1118
12/29/2020 13H,1018
12/29/2020 12H,968
12/29/2020 11H,955
12/29/2020 10H,958
12/29/2020 09H,988
12/29/2020 08H,1043
12/29/2020 07H,1113
12/29/2020 06H,1191
12/29/2020 05H,1259
12/29/2020 04H,1313
12/29/2020 03H,1351
12/29/2020 02H,1376
12/29/2020 01H,1316
12/29/2020 00H,1250
12/28/2020 23H,1236
12/28/2020 22H,1271
12/28/2020 21H,1300
12/28/2020 20H,1313
12/28/2020 19H,1323
12/28/2020 18H,1324
12/28/2020 17H,1307
12/28/2020 16H,1288
12/28/2020 15H,1234
12/28/2020 14H,1127
12/28/2020 13H,1035
12/28/2020 12H,988
12/28/2020 11H,971
12/28/2020 10H,970
12/28/2020 09H,985
12/28/2020 08H,1019
12/28/2020 07H,1085
12/28/2020 06H,1164
12/28/2020 05H,1214
12/28/2020 04H,1247
12/28/2020 03H,1271
12/28/2020 02H,1273
12/28/2020 01H,1205
12/28/2020 00H,1141
12/27/2020 23H,1134
12/27/2020 22H,1153
12/27/2020 21H,1166
12/27/2020 20H,1169
12/27/2020 19H,1160
12/27/2020 18H,1133
12/27/2020 17H,1071
12/27/2020 16H,1006
12/27/2020 15H,957
12/27/2020 14H,933
12/27/2020 13H,919
12/27/2020 12H,917
12/27/2020 11H,925
12/27/2020 10H,934
12/27/2020 09H,980
12/27/2020 08H,1048
12/27/2020 07H,1110
12/27/2020 06H,1171
12/27/2020 05H,1216
12/27/2020 04H,1263
12/27/2020 03H,1306
12/27/2020 02H,1319
12/27/2020 01H,1269
12/27/2020 00H,1211
12/26/2020 23H,1205
12/26/2020 22H,1211
12/26/2020 21H,1246
12/26/2020 20H,1258
12/26/2020 19H,1255
12/26/2020 18H,1225
12/26/2020 17H,1153
12/26/2020 16H,1069
12/26/2020 15H,999
12/26/2020 14H,958
12/26/2020 13H,929
12/26/2020 12H,917
12/26/2020 11H,924
12/26/2020 10H,935
12/26/2020 09H,972
12/26/2020 08H,1051
12/26/2020 07H,1085
12/26/2020 06H,1119
12/26/2020 05H,1145
12/26/2020 04H,1181
12/26/2020 03H,1232
12/26/2020 02H,1278
12/26/2020 01H,1253
12/26/2020 00H,1209
12/25/2020 23H,1185
12/25/2020 22H,1211
12/25/2020 21H,1242
12/25/2020 20H,1253
12/25/2020 19H,1259
12/25/2020 18H,1236
12/25/2020 17H,1182
12/25/2020 16H,1118
12/25/2020 15H,1072
12/25/2020 14H,1042
12/25/2020 13H,1011
12/25/2020 12H,998
12/25/2020 11H,1002
12/25/2020 10H,1009
12/25/2020 09H,1056
12/25/2020 08H,1027
12/25/2020 07H,1065
12/25/2020 06H,1107
12/25/2020 05H,1137
12/25/2020 04H,1179
12/25/2020 03H,1239
12/25/2020 02H,1298
12/25/2020 01H,1265
12/25/2020 00H,1209
12/24/2020 23H,1190
12/24/2020 22H,1232
12/24/2020 21H,1265
12/24/2020 20H,1302
12/24/2020 19H,1328
12/24/2020 18H,1339
12/24/2020 17H,1319
12/24/2020 16H,1273
12/24/2020 15H,1214
12/24/2020 14H,1142
12/24/2020 13H,1080
12/24/2020 12H,1055
12/24/2020 11H,1055
12/24/2020 10H,1060
12/24/2020 09H,1095
12/24/2020 08H,1110
12/24/2020 07H,1180
12/24/2020 06H,1258
12/24/2020 05H,1319
12/24/2020 04H,1357
12/24/2020 03H,1394
12/24/2020 02H,1408
12/24/2020 01H,1346
12/24/2020 00H,1273
12/23/2020 23H,1259
12/23/2020 22H,1291
12/23/2020 21H,1331
12/23/2020 20H,1355
12/23/2020 19H,1378
12/23/2020 18H,1400
12/23/2020 17H,1411
12/23/2020 16H,1389
12/23/2020 15H,1311
12/23/2020 14H,1191
12/23/2020 13H,1093
12/23/2020 12H,1053
12/23/2020 11H,1042
12/23/2020 10H,1043
12/23/2020 09H,1067
12/23/2020 08H,1040
12/23/2020 07H,1100
12/23/2020 06H,1175
12/23/2020 05H,1239
12/23/2020 04H,1275
12/23/2020 03H,1300
12/23/2020 02H,1310
12/23/2020 01H,1236
12/23/2020 00H,1174
12/22/2020 23H,1159
12/22/2020 22H,1195
12/22/2020 21H,1234
12/22/2020 20H,1258
12/22/2020 19H,1277
12/22/2020 18H,1298
12/22/2020 17H,1304
12/22/2020 16H,1285
12/22/2020 15H,1218
12/22/2020 14H,1114
12/22/2020 13H,1037
12/22/2020 12H,1015
12/22/2020 11H,1015
12/22/2020 10H,1019
12/22/2020 09H,1046
12/22/2020 08H,1030
12/22/2020 07H,1106
12/22/2020 06H,1175
12/22/2020 05H,1237
12/22/2020 04H,1282
